qid,name,category,country,iso,lat,lon,year,year_approx,century,wikipedia,image,sitelinks,pageviews,fame_rank,url,image_by,image_licence
Q12501,Great Wall of China,fortress,China,CN,40.43139,116.56444,-700,0,7th century BC,https://en.wikipedia.org/wiki/Great_Wall_of_China,https://commons.wikimedia.org/wiki/Special:FilePath/The%20Great%20Wall%20of%20China%20at%20Jinshanling-edit.jpg?width=1280,193,12116,173,https://thecastlemap.com/castles/great-wall-of-china/,Severin.stalder,CC BY-SA 3.0
Q676203,Machu Picchu,fortress,Peru,PE,-13.16333,-72.54556,1450,0,15th century,https://en.wikipedia.org/wiki/Machu_Picchu,https://commons.wikimedia.org/wiki/Special:FilePath/Machu%20Picchu%2C%202023%20%28012%29.jpg?width=1280,148,47134,19,https://thecastlemap.com/castles/machu-picchu/,Draceane,CC BY-SA 4.0
Q2946,Palace of Versailles,palace,France,FR,48.80472,2.12028,1661,0,17th century,https://en.wikipedia.org/wiki/Palace_of_Versailles,https://commons.wikimedia.org/wiki/Special:FilePath/Vue%20a%C3%A9rienne%20du%20domaine%20de%20Versailles%20par%20ToucanWings%20-%20Creative%20Commons%20By%20Sa%203.0%20-%20083.jpg?width=1280,108,201480,1,https://thecastlemap.com/castles/palace-of-versailles/,ToucanWings,CC BY-SA 3.0
Q80290,Forbidden City,palace,China,CN,39.91583,116.39083,1420,0,15th century,https://en.wikipedia.org/wiki/Forbidden_City,https://commons.wikimedia.org/wiki/Special:FilePath/Hall%20of%20Supreme%20Harmony%20%2820241127120000%29.jpg?width=1280,104,143606,3,https://thecastlemap.com/castles/forbidden-city/,N509FZ,CC BY-SA 4.0
Q1143049,Château de Montsoreau,castle,France,FR,47.2156,0.0622,990,0,10th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Montsoreau,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Montsoreau%20Museum%20of%20contemporary%20art%20Loire%20Valley%20France.jpg?width=1280,100,2956,840,https://thecastlemap.com/castles/chateau-de-montsoreau/,Suavemarimagno,CC BY-SA 4.0
Q131013,Acropolis of Athens,fortress,Greece,GR,37.97167,23.72611,-500,0,5th century BC,https://en.wikipedia.org/wiki/Acropolis_of_Athens,https://commons.wikimedia.org/wiki/Special:FilePath/Attica%2006-13%20Athens%2050%20View%20from%20Philopappos%20-%20Acropolis%20Hill.jpg?width=1280,97,164313,2,https://thecastlemap.com/castles/acropolis-of-athens/,A.Savin,CC BY-SA 3.0
Q133274,Kremlin,fortress,Russia,RU,55.75167,37.61778,1420,0,15th century,https://en.wikipedia.org/wiki/Kremlin,https://commons.wikimedia.org/wiki/Special:FilePath/Moscow%2005-2012%20Kremlin%2022.jpg?width=1280,97,68810,12,https://thecastlemap.com/castles/kremlin/,A.Savin,CC BY-SA 3.0
Q47476,Alhambra,palace,Spain,ES,37.17634,-3.58821,1239,0,13th century,https://en.wikipedia.org/wiki/Alhambra,https://commons.wikimedia.org/wiki/Special:FilePath/Alhambra%20detail.jpg?width=1280,96,152416,4,https://thecastlemap.com/castles/alhambra/,Jebulon,CC0
Q42182,Buckingham Palace,palace,England,GB-ENG,51.501,-0.142,1703,0,18th century,https://en.wikipedia.org/wiki/Buckingham_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Buckingham%20Palace%2C%20London%20-%20April%202009.jpg?width=1280,95,149475,6,https://thecastlemap.com/castles/buckingham-palace/,Diliff,CC BY-SA 3.0
Q4152,Neuschwanstein Castle,palace,Germany,DE,47.55749,10.74944,1869,0,19th century,https://en.wikipedia.org/wiki/Neuschwanstein_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Neuschwanstein%202013.jpg?width=1280,92,200101,5,https://thecastlemap.com/castles/neuschwanstein-castle/,"Thomas Wolf, www.foto-tw.de",CC BY-SA 3.0 de
Q62378,Tower of London,castle,England,GB-ENG,51.5082,-0.0762,1066,0,11th century,https://en.wikipedia.org/wiki/Tower_of_London,https://commons.wikimedia.org/wiki/Special:FilePath/Tower%20of%20London%20viewed%20from%20the%20River%20Thames.jpg?width=1280,88,119915,7,https://thecastlemap.com/castles/tower-of-london/,Bob Collowan,CC BY-SA 3.0
Q1865480,Bastille,ruin,France,FR,48.85333,2.36917,1370,0,14th century,https://en.wikipedia.org/wiki/Bastille,https://commons.wikimedia.org/wiki/Special:FilePath/Bastille%20Exterior%201790%20or%201791.jpg?width=1280,86,81131,10,https://thecastlemap.com/castles/bastille/,AnonymousUnknown author,Public domain
Q42646,Windsor Castle,castle,England,GB-ENG,51.48389,-0.60444,1070,0,11th century,https://en.wikipedia.org/wiki/Windsor_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Windsor%20Castle%20at%20Sunset%20-%20Nov%202006.jpg?width=1280,85,116145,8,https://thecastlemap.com/castles/windsor-castle/,Diliff,CC BY 2.5
Q62408,Palace of Westminster,palace,England,GB-ENG,51.49944,-0.12417,1097,0,11th century,https://en.wikipedia.org/wiki/Palace_of_Westminster,https://commons.wikimedia.org/wiki/Special:FilePath/Houses%20of%20Parliament%20in%202022%20%28cropped%29.jpg?width=1280,85,87642,11,https://thecastlemap.com/castles/palace-of-westminster/,"Terry Ott from Washington, DC Metro Area, United States of America",CC BY 2.0
Q71229,Potala Palace,palace,China,CN,29.65778,91.11694,637,0,7th century,https://en.wikipedia.org/wiki/Potala_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Potala.jpg?width=1280,83,42624,31,https://thecastlemap.com/castles/potala-palace/,Ondřej Žváček,CC BY 2.5
Q179046,Fatehpur Sikri,fortress,India,IN,27.09111,77.66111,1571,0,16th century,https://en.wikipedia.org/wiki/Fatehpur_Sikri,https://commons.wikimedia.org/wiki/Special:FilePath/Fatehpur%20Sikri-%20Hamamm.jpg?width=1280,83,27823,61,https://thecastlemap.com/castles/fatehpur-sikri/,HibaSiddiqui,CC BY-SA 4.0
Q57357,Hadrian's Wall,fortress,England,GB-ENG,55.02417,-2.2925,122,0,2nd century,https://en.wikipedia.org/wiki/Hadrian%27s_Wall,https://commons.wikimedia.org/wiki/Special:FilePath/Section%20of%20Hadrian%27s%20Wall%201.jpg?width=1280,82,148821,9,https://thecastlemap.com/castles/hadrian-s-wall/,"quisnovus from Gloucester, England",CC BY 2.0
Q28471,Royal Monastery of San Lorenzo de El Escorial,palace,Spain,ES,40.58917,-4.14778,1563,0,16th century,https://en.wikipedia.org/wiki/El_Escorial,https://commons.wikimedia.org/wiki/Special:FilePath/Monasterio%20de%20El%20Escorial%20en%20Madrid.jpg?width=1280,82,56227,16,https://thecastlemap.com/castles/royal-monastery-of-san-lorenzo-de-el-escorial/,Zvonimir Stamenov,CC BY-SA 4.0
Q170495,Topkapı Palace,palace,Turkey,TR,41.013,28.984,1460,0,15th century,https://en.wikipedia.org/wiki/Topkap%C4%B1_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Topkapi%20Palace%20Seen%20From%20Harem.JPG?width=1280,79,63355,15,https://thecastlemap.com/castles/topkapi-palace/,Bjørn Christian Tørrissen,CC BY-SA 3.0
Q171857,Agra Fort,fortress,India,IN,27.17958,78.0213,1565,0,16th century,https://en.wikipedia.org/wiki/Agra_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Agra%2003-2016%2016%20Agra%20Fort.jpg?width=1280,77,24520,71,https://thecastlemap.com/castles/agra-fort/,A.Savin,FAL
Q177549,Krak des Chevaliers,castle,Syria,SY,34.75694,36.29472,1031,0,11th century,https://en.wikipedia.org/wiki/Krak_des_Chevaliers,https://commons.wikimedia.org/wiki/Special:FilePath/Krak%20des%20Chevaliers%2001.jpg?width=1280,77,35197,47,https://thecastlemap.com/castles/krak-des-chevaliers/,Bernard Gagnon,CC BY-SA 4.0
Q182147,Winter Palace,palace,Russia,RU,59.94028,30.31389,1754,0,18th century,https://en.wikipedia.org/wiki/Winter_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Winter%20Palace%20Panorama%203.jpg?width=1280,76,47617,26,https://thecastlemap.com/castles/winter-palace/,Florstein (Telegram:WikiPhoto.Space),CC BY-SA 4.0
Q45957,Red Fort,fortress,India,IN,28.65583,77.24028,1639,0,17th century,https://en.wikipedia.org/wiki/Red_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Red%20Fort%2C%20Delhi%20by%20alexfurr.jpg?width=1280,75,51478,23,https://thecastlemap.com/castles/red-fort/,Alex Furr,Attribution
Q188754,Himeji Castle,castle,Japan,JP,34.83944,134.69361,1346,0,14th century,https://en.wikipedia.org/wiki/Himeji_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Himeji%20castle%20in%20may%202015.jpg?width=1280,74,45625,29,https://thecastlemap.com/castles/himeji-castle/,Nikos Kitsakis,CC BY-SA 4.0
Q186312,Masada,ruin,Israel,IL,31.31556,35.35389,-37,1,1st century BC,https://en.wikipedia.org/wiki/Masada,https://commons.wikimedia.org/wiki/Special:FilePath/Israel-2013-Aerial%2021-Masada.jpg?width=1280,70,53749,22,https://thecastlemap.com/castles/masada/,Godot13,CC BY-SA 4.0
Q309436,Aït Benhaddou,palace,Morocco,MA,31.05,-7.13333,1050,1,11th century,https://en.wikipedia.org/wiki/A%C3%AFt_Benhaddou,https://commons.wikimedia.org/wiki/Special:FilePath/Ksar%20A%C3%AFt%20Benhaddou%2C%20Marocco%20%28%D8%A3%D9%8A%D8%AA%20%D8%A8%D9%86%20%D8%AD%D8%AF%D9%88%D8%8C%20%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%2C%20%E2%B4%B0%E2%B5%A2%E2%B5%9C%20%E2%B5%83%E2%B4%B0%E2%B4%B7%E2%B4%B7%E2%B5%93%29.jpg?width=1280,68,60893,18,https://thecastlemap.com/castles/ait-benhaddou/,,
Q188190,Élysée Palace,palace,France,FR,48.87028,2.31639,1722,0,18th century,https://en.wikipedia.org/wiki/%C3%89lys%C3%A9e_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Secretary%20Pompeo%20Arrives%20to%20Meet%20with%20French%20Foreign%20Minister%20Le%20Drian%20in%20Paris%20%2850610423656%29%20%28cropped%29.jpg?width=1280,66,50551,27,https://thecastlemap.com/castles/elysee-palace/,U.S. Department of State from United States,Public domain
Q131330,Schönbrunn Palace,palace,Austria,AT,48.18479,16.31227,1638,0,17th century,https://en.wikipedia.org/wiki/Sch%C3%B6nbrunn_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Sch%C3%B6nbrunn%20Wien%202014%20%28Zuschnitt%202%29.jpg?width=1280,64,79449,13,https://thecastlemap.com/castles/schonbrunn-palace/,"Thomas Wolf, www.foto-tw.de",CC BY-SA 3.0 de
Q193369,Prague Castle,castle,Czech Republic,CZ,50.09,14.4,900,0,9th century,https://en.wikipedia.org/wiki/Prague_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20de%20Praga%2C%20Praga%2C%20Rep%C3%BAblica%20Checa%2C%202022-07-02%2C%20DD%20209.jpg?width=1280,64,58357,20,https://thecastlemap.com/castles/prague-castle/,Diego Delso,CC BY-SA 4.0
Q42049,Balmoral Castle,palace,Scotland,GB-SCT,57.0407,-3.23016,1390,0,14th century,https://en.wikipedia.org/wiki/Balmoral_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Balmoral%20Castle.jpg?width=1280,62,78500,14,https://thecastlemap.com/castles/balmoral-castle/,"Stuart Yeates from Oxford, UK",CC BY-SA 2.0
Q4132,Summer Palace,palace,China,CN,39.9975,116.2689,,0,,https://en.wikipedia.org/wiki/Summer_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Longevity%20Hill%20of%20the%20Summer%20Palace.jpg?width=1280,61,30852,60,https://thecastlemap.com/castles/summer-palace/,xiquinhosilva,CC BY 2.0
Q91228,Monteriggioni,castle,Italy,IT,43.36699,11.21804,1214,0,13th century,https://en.wikipedia.org/wiki/Monteriggioni,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20Monteriggioni%20%28view%20from%20the%20east%29.jpg?width=1280,61,37135,48,https://thecastlemap.com/castles/monteriggioni/,Carsten Steger,CC BY-SA 4.0
Q211818,Belvedere (Vienna),palace,Austria,AT,48.1934,16.38052,1714,0,18th century,"https://en.wikipedia.org/wiki/Belvedere,_Vienna",https://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Schloss%20Belvedere%2C%20oberes%20%282%29.JPG?width=1280,61,44102,37,https://thecastlemap.com/castles/belvedere/,C.Stadler/Bwag,CC BY-SA 4.0
Q189883,Doge's Palace,palace,Italy,IT,45.43367,12.34042,1340,0,14th century,https://en.wikipedia.org/wiki/Doge%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Doge%27s%20Palace%20facing%20the%20sea.jpg?width=1280,60,36843,50,https://thecastlemap.com/castles/doge-s-palace/,Didier Descouens,CC BY-SA 4.0
Q546010,Ani,ruin,Turkey,TR,40.5075,43.57278,,0,,https://en.wikipedia.org/wiki/Ani,https://commons.wikimedia.org/wiki/Special:FilePath/Ani%20Archeological%20Site%2C%20March%202020%201.jpg?width=1280,59,22483,89,https://thecastlemap.com/castles/ani/,Héctor Ochoa 'Robot8A',CC BY-SA 4.0
Q145093,Apostolic Palace,palace,Vatican City,VA,41.90361,12.45639,1589,0,16th century,https://en.wikipedia.org/wiki/Apostolic_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/2018-03-18%20Apostolischer%20Palast.jpg?width=1280,59,44753,40,https://thecastlemap.com/castles/apostolic-palace/,Burkhard Mücke,CC BY-SA 4.0
Q208559,Drottningholm Palace,palace,Sweden,SE,59.32169,17.88638,1699,0,17th century,https://en.wikipedia.org/wiki/Drottningholm_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Drottningholm%20Palace%20%28by%20Pudelek%29%203.jpg?width=1280,59,17683,117,https://thecastlemap.com/castles/drottningholm-palace/,Pudelek,CC BY-SA 4.0
Q210610,Golestan Palace,palace,Iran,IR,35.67972,51.42028,1850,1,19th century,https://en.wikipedia.org/wiki/Golestan_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Milad-poorali.jpg?width=1280,59,24036,82,https://thecastlemap.com/castles/golestan-palace/,Miladpoorali,CC BY-SA 4.0
Q234364,Tuileries Palace,ruin,France,FR,48.86222,2.33111,1564,0,16th century,https://en.wikipedia.org/wiki/Tuileries_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Tuileries%20jardin%201867.jpg?width=1280,59,51325,30,https://thecastlemap.com/castles/tuileries-palace/,AnonymousUnknown author,Public domain
Q836531,Hawa Mahal,palace,India,IN,26.924,75.82672,1799,0,18th century,https://en.wikipedia.org/wiki/Hawa_Mahal,https://commons.wikimedia.org/wiki/Special:FilePath/East%20facade%20Hawa%20Mahal%20Jaipur%20from%20ground%20level%20%28July%202022%29%20-%20img%2001.jpg?width=1280,59,33519,57,https://thecastlemap.com/castles/hawa-mahal/,Chainwit,CC BY-SA 4.0
Q486382,Castel Sant'Angelo,castle,Italy,IT,41.90304,12.46631,139,0,2nd century,https://en.wikipedia.org/wiki/Castel_Sant%27Angelo,https://commons.wikimedia.org/wiki/Special:FilePath/Castel%20Sant%27Angelo%20at%20Night.jpg?width=1280,58,72680,17,https://thecastlemap.com/castles/castel-sant-angelo/,Livioandronico2013,CC BY-SA 4.0
Q151545,Wartburg,castle,Germany,DE,50.96611,10.30639,1067,0,11th century,https://en.wikipedia.org/wiki/Wartburg,https://commons.wikimedia.org/wiki/Special:FilePath/Thuringia%20Eisenach%20asv2020-07%20img23%20Wartburg%20Castle.jpg?width=1280,58,37045,52,https://thecastlemap.com/castles/wartburg/,A.Savin,FAL
Q215897,Castel del Monte,castle,Italy,IT,41.08475,16.27093,1240,0,13th century,"https://en.wikipedia.org/wiki/Castel_del_Monte,_Apulia",https://commons.wikimedia.org/wiki/Special:FilePath/Castel%20del%20Monte%20-%20Andria.jpg?width=1280,58,40404,45,https://thecastlemap.com/castles/castel-del-monte/,,
Q212065,Edinburgh Castle,castle,Scotland,GB-SCT,55.9487,-3.20073,1200,0,12th century,https://en.wikipedia.org/wiki/Edinburgh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20Castle%20from%20the%20Grassmarket.jpg?width=1280,57,53355,33,https://thecastlemap.com/castles/edinburgh-castle/,Stephencdickson,CC BY-SA 4.0
Q215003,Belém Tower,fortress,Portugal,PT,38.69139,-9.21583,1515,0,16th century,https://en.wikipedia.org/wiki/Bel%C3%A9m_Tower,https://commons.wikimedia.org/wiki/Special:FilePath/Belem%20Tower%20-%20April%202019%20%282%29.jpg?width=1280,57,51084,36,https://thecastlemap.com/castles/belem-tower/,Rehman Abubakr,CC BY-SA 4.0
Q71279,Malbork Castle,castle,Poland,PL,54.03972,19.02778,1270,0,13th century,https://en.wikipedia.org/wiki/Malbork_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20of%20Malbork%20Castle%2C%20part%204.jpg?width=1280,57,63556,24,https://thecastlemap.com/castles/malbork-castle/,DerHexer; derivate work: Carschten,CC BY-SA 3.0
Q150039,Neuf-Brisach,fortress,France,FR,48.01806,7.52833,1697,0,17th century,https://en.wikipedia.org/wiki/Neuf-Brisach,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20Neuf-Brisach%20%28view%20from%20the%20southwest%29.jpg?width=1280,56,17505,122,https://thecastlemap.com/castles/neuf-brisach/,Carsten Steger,CC BY-SA 4.0
Q201428,Palace of Fontainebleau,palace,France,FR,48.40222,2.70056,1150,1,12th century,https://en.wikipedia.org/wiki/Palace_of_Fontainebleau,https://commons.wikimedia.org/wiki/Special:FilePath/Le%20Grand%20Escalier%20%C3%A0%20Fer%20de%20Cheval.jpg?width=1280,56,60890,28,https://thecastlemap.com/castles/palace-of-fontainebleau/,Carolus,CC BY 2.5
Q2854543,Catherine Palace,palace,Russia,RU,59.716,30.39556,1717,0,18th century,https://en.wikipedia.org/wiki/Catherine_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20Palace%20in%20Tsarskoe%20Selo%2002.jpg?width=1280,56,17761,118,https://thecastlemap.com/castles/catherine-palace/,Florstein (Telegram:WikiPhoto.Space),CC BY-SA 4.0
Q189358,Kronborg Castle,castle,Denmark,DK,56.03861,12.62194,1425,1,15th century,https://en.wikipedia.org/wiki/Kronborg,https://commons.wikimedia.org/wiki/Special:FilePath/KronborgCastle%20HCS.jpg?width=1280,55,24904,81,https://thecastlemap.com/castles/kronborg-castle/,H.C. Steensen,CC BY-SA 3.0
Q205367,Château de Chambord,palace,France,FR,47.61611,1.51722,1519,0,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chambord,https://commons.wikimedia.org/wiki/Special:FilePath/France%20Loir-et-Cher%20Chambord%20Chateau%2003.jpg?width=1280,55,77868,21,https://thecastlemap.com/castles/chateau-de-chambord/,Calips,CC BY-SA 3.0
Q46242,Hofburg Palace,palace,Austria,AT,48.20639,16.36528,1279,0,13th century,https://en.wikipedia.org/wiki/Hofburg,https://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Neue%20Hofburg.JPG?width=1280,55,47959,41,https://thecastlemap.com/castles/hofburg-palace/,C.Stadler/Bwag,CC BY-SA 3.0 at
Q26082,Ishtar Gate,fortress,Iraq,IQ,32.54333,44.42222,-574,0,6th century BC,https://en.wikipedia.org/wiki/Ishtar_Gate,https://commons.wikimedia.org/wiki/Special:FilePath/Ishtar%20Gate%20at%20Berlin%20Museum.jpg?width=1280,55,51073,38,https://thecastlemap.com/castles/ishtar-gate/,Rictor Norton,CC BY 2.0
Q207385,Kensington Palace,palace,England,GB-ENG,51.50528,-0.18833,1605,0,17th century,https://en.wikipedia.org/wiki/Kensington_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Kensington%20Palace.jpg?width=1280,54,62067,32,https://thecastlemap.com/castles/kensington-palace/,"Steve Cadman from London, U.K",CC BY-SA 2.0
Q327983,Palace of Caserta,palace,Italy,IT,41.07317,14.32711,1752,0,18th century,https://en.wikipedia.org/wiki/Royal_Palace_of_Caserta,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20the%20Palace%20of%20Caserta%20%28view%20from%20the%20south%29.jpg?width=1280,54,50278,42,https://thecastlemap.com/castles/palace-of-caserta/,Carsten Steger,CC BY-SA 4.0
Q6812419,Melilla la Vieja,fortress,Spain,ES,35.294,-2.934,1600,1,16th century,https://en.wikipedia.org/wiki/Melilla_la_Vieja,https://commons.wikimedia.org/wiki/Special:FilePath/Frente%20de%20La%20Marina.jpg?width=1280,54,3294,777,https://thecastlemap.com/castles/melilla-la-vieja/,TonioMora,CC BY-SA 4.0
Q1292442,Suomenlinna,fortress,Finland,FI,60.14361,24.98444,1748,0,18th century,https://en.wikipedia.org/wiki/Suomenlinna,https://commons.wikimedia.org/wiki/Special:FilePath/Suomenlinna.jpg?width=1280,53,31349,69,https://thecastlemap.com/castles/suomenlinna/,"Michal Pise, Michal.Pise",CC BY 2.0
Q151330,Sanssouci Palace,palace,Germany,DE,52.40326,13.03863,1745,0,18th century,https://en.wikipedia.org/wiki/Sanssouci,https://commons.wikimedia.org/wiki/Special:FilePath/.00%202522%20Schloss%20Sanssouci%20in%20Potsdam.jpg?width=1280,53,47320,46,https://thecastlemap.com/castles/sanssouci-palace/,W. Bulach,CC BY-SA 4.0
Q205666,Hampton Court Palace,palace,England,GB-ENG,51.4034,-0.3375,1515,0,16th century,https://en.wikipedia.org/wiki/Hampton_Court_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Hampton%20Court%20Palace%20%283%29.jpg?width=1280,53,45111,49,https://thecastlemap.com/castles/hampton-court-palace/,Ricardalovesmonuments,CC BY-SA 4.0
Q274141,Dolmabahçe Palace,palace,Turkey,TR,41.03944,29.00167,1823,0,19th century,https://en.wikipedia.org/wiki/Dolmabah%C3%A7e_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20Dolmabah%C3%A7e%2C%20Estambul%2C%20Turqu%C3%ADa%2C%202024-09-29%2C%20DD%2024.jpg?width=1280,53,42415,51,https://thecastlemap.com/castles/dolmabahce-palace/,Diego Delso,CC BY-SA 4.0
Q329852,Luxembourg Palace,palace,France,FR,48.84833,2.3375,1620,0,17th century,https://en.wikipedia.org/wiki/Luxembourg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/2017%20-%20Le%20palais%20du%20Luxembourg%2C%20dans%20le%20jardin%20du%20Luxembourg%2C%20Paris%20-%203.jpg?width=1280,53,25732,83,https://thecastlemap.com/castles/luxembourg-palace/,Luis Miguel Bugallo Sánchez (Lmbuga),CC BY-SA 4.0
Q223079,Quirinal Palace,palace,Italy,IT,41.9,12.4875,1574,0,16th century,https://en.wikipedia.org/wiki/Quirinal_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Quirinale%20palazzo%20e%20obelisco%20con%20dioscuri%20Roma.jpg?width=1280,53,24135,88,https://thecastlemap.com/castles/quirinal-palace/,Wolfgang Moroder,CC BY-SA 3.0
Q19053,Mystras,ruin,Greece,GR,37.074,22.3673,1249,0,13th century,https://en.wikipedia.org/wiki/Mystras,https://commons.wikimedia.org/wiki/Special:FilePath/Palace%20at%20Mystras%20by%20Joy%20of%20Museums.jpg?width=1280,53,31484,68,https://thecastlemap.com/castles/mystras/,Joyofmuseums,CC BY-SA 4.0
Q131631,Nymphenburg Palace,palace,Germany,DE,48.15806,11.50361,1664,0,17th century,https://en.wikipedia.org/wiki/Nymphenburg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Nymphenburg%2C%20Weitwinkelansicht.jpg?width=1280,52,36608,62,https://thecastlemap.com/castles/nymphenburg-palace/,Burkhard Mücke,CC BY-SA 4.0
Q322287,Diocletian's Palace,palace,Croatia,HR,43.50806,16.43833,293,0,3rd century,https://en.wikipedia.org/wiki/Diocletian%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Diocletian%27s%20Palace%20%28original%20appearance%29.jpg?width=1280,52,56898,43,https://thecastlemap.com/castles/diocletian-s-palace/,Ernest Hébrard (recoloured by DIREKTOR),Public domain
Q38646,Peter and Paul Fortress,fortress,Russia,RU,59.95,30.31667,1703,0,18th century,https://en.wikipedia.org/wiki/Peter_and_Paul_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/00%204645%20Sankt%20Petersburg%20-%20Haseninsel.jpg?width=1280,52,15056,147,https://thecastlemap.com/castles/peter-and-paul-fortress/,W. Bulach,CC BY-SA 4.0
Q210957,Antonine Wall,fortress,Scotland,GB-SCT,55.967,-4.067,142,0,2nd century,https://en.wikipedia.org/wiki/Antonine_Wall,https://commons.wikimedia.org/wiki/Special:FilePath/Bar%20Hill.jpg?width=1280,52,34212,65,https://thecastlemap.com/castles/antonine-wall/,Chris Wimbush,CC BY-SA 2.0
Q208181,Blenheim Palace,palace,England,GB-ENG,51.84136,-1.36095,1705,0,18th century,https://en.wikipedia.org/wiki/Blenheim_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Blenheim%20Palace%206-2008%204.jpg?width=1280,52,89233,25,https://thecastlemap.com/castles/blenheim-palace/,Jvhertum,Public domain
Q277540,Chan Chan,ruin,Peru,PE,-8.11056,-79.075,850,0,9th century,https://en.wikipedia.org/wiki/Chan_Chan,https://commons.wikimedia.org/wiki/Special:FilePath/Chan%20Chan%2C%202023%20%2832%29.jpg?width=1280,52,12939,182,https://thecastlemap.com/castles/chan-chan/,Draceane,CC BY-SA 4.0
Q500367,Qal'at Bani Hammad,ruin,Algeria,DZ,35.81389,4.79333,1007,0,11th century,https://en.wikipedia.org/wiki/Qal%27at_Bani_Hammad,https://commons.wikimedia.org/wiki/Special:FilePath/28-2%20Kal%C3%A2a%20de%20Beni%20Hammad%20%283%29.jpg?width=1280,51,3952,672,https://thecastlemap.com/castles/qal-at-bani-hammad/,R hakka,CC BY-SA 4.0
Q272162,St James's Palace,palace,England,GB-ENG,51.50472,-0.13778,1536,0,16th century,https://en.wikipedia.org/wiki/St_James%27s_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/St%20James%27s%20Palace%2C%20London%20-%20geograph.org.uk%20-%207963883.jpg?width=1280,51,56037,44,https://thecastlemap.com/castles/st-james-s-palace/,Steven Brown,CC BY-SA 2.0
Q329948,Palais-Royal,palace,France,FR,48.86333,2.33694,1628,0,17th century,https://en.wikipedia.org/wiki/Palais-Royal,https://commons.wikimedia.org/wiki/Special:FilePath/Conseil%20d%27Etat%20Paris%20WA.jpg?width=1280,51,30682,74,https://thecastlemap.com/castles/palais-royal/,Marie-Lan Nguyen,Public domain
Q321242,Osaka Castle,castle,Japan,JP,34.68722,135.52583,1583,0,16th century,https://en.wikipedia.org/wiki/Osaka_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Castle%2002bs3200.jpg?width=1280,51,72075,35,https://thecastlemap.com/castles/osaka-castle/,663highland,CC BY 2.5
Q190060,Citadel of the Hồ Dynasty,fortress,Vietnam,VN,20.07806,105.60472,1397,0,14th century,https://en.wikipedia.org/wiki/Citadel_of_the_H%E1%BB%93_Dynasty,https://commons.wikimedia.org/wiki/Special:FilePath/Ho%20dynasty%27s%20citadel%2C%20Vietnam.jpg?width=1280,51,1757,1283,https://thecastlemap.com/castles/citadel-of-the-ho-dynasty/,Loi Nguyen Duc,CC BY 2.0
